"","playerID","yearID","teamID","lgID","inseason","G","W","L","rank","plyrMgr","Glast2","Wlast2","Llast2","PercentLast2","Glast3","Wlast3","Llast3","PercentLast3","totalgames","totalwins","totalloss","totalavgrank","totalseasons"
"16","aloufe01",1993,"MON","NL",1,162,94,68,2,"N",287,164,123,0.571428571428571,NA,NA,NA,0.571428571428571,1408,691,717,3.3,10
"17","aloufe01",1994,"MON","NL",1,114,74,40,1,"N",276,168,108,0.608695652173913,401,238,163,0.593516209476309,1408,691,717,3.3,10
"18","aloufe01",1995,"MON","NL",1,144,66,78,5,"N",258,140,118,0.542635658914729,420,234,186,0.557142857142857,1408,691,717,3.3,10
"19","aloufe01",1996,"MON","NL",1,162,88,74,2,"N",306,154,152,0.503267973856209,420,228,192,0.542857142857143,1408,691,717,3.3,10
"20","aloufe01",1997,"MON","NL",1,162,78,84,4,"N",324,166,158,0.512345679012346,468,232,236,0.495726495726496,1408,691,717,3.3,10
"21","aloufe01",1998,"MON","NL",1,162,65,97,4,"N",324,143,181,0.441358024691358,486,231,255,0.475308641975309,1408,691,717,3.3,10
"22","aloufe01",1999,"MON","NL",1,162,68,94,4,"N",324,133,191,0.410493827160494,486,211,275,0.434156378600823,1408,691,717,3.3,10
"23","aloufe01",2000,"MON","NL",1,162,67,95,4,"N",324,135,189,0.416666666666667,486,200,286,0.411522633744856,1408,691,717,3.3,10
"24","aloufe01",2001,"MON","NL",1,53,21,32,5,"N",215,88,127,0.409302325581395,377,156,221,0.413793103448276,1408,691,717,3.3,10
"25","aloufe01",2003,"SFN","NL",1,161,100,61,1,"N",NA,NA,NA,0.62111801242236,NA,NA,NA,0.62111801242236,646,342,304,2.25,4
"26","aloufe01",2004,"SFN","NL",1,162,91,71,2,"N",323,191,132,0.591331269349845,NA,NA,NA,0.591331269349845,646,342,304,2.25,4
"27","aloufe01",2005,"SFN","NL",1,162,75,87,3,"N",324,166,158,0.512345679012346,485,266,219,0.548453608247423,646,342,304,2.25,4
"28","aloufe01",2006,"SFN","NL",1,161,76,85,3,"N",323,151,172,0.46749226006192,485,242,243,0.498969072164948,646,342,304,2.25,4
"29","alstowa01",1954,"BRO","NL",1,154,92,62,2,"N",NA,NA,NA,0.597402597402597,NA,NA,NA,0.597402597402597,616,367,248,1.75,4
"30","alstowa01",1955,"BRO","NL",1,154,98,55,1,"N",308,190,117,0.616883116883117,NA,NA,NA,0.616883116883117,616,367,248,1.75,4
"31","alstowa01",1956,"BRO","NL",1,154,93,61,1,"N",308,191,116,0.62012987012987,462,283,178,0.612554112554113,616,367,248,1.75,4
"32","alstowa01",1957,"BRO","NL",1,154,84,70,3,"N",308,177,131,0.574675324675325,462,275,186,0.595238095238095,616,367,248,1.75,4
"33","alstowa01",1958,"LAN","NL",1,154,71,83,7,"N",NA,NA,NA,0.461038961038961,NA,NA,NA,0.461038961038961,3042,1673,1365,3.15789473684211,19
"34","alstowa01",1959,"LAN","NL",1,156,88,68,1,"N",310,159,151,0.512903225806452,NA,NA,NA,0.512903225806452,3042,1673,1365,3.15789473684211,19
"35","alstowa01",1960,"LAN","NL",1,154,82,72,4,"N",310,170,140,0.548387096774194,464,241,223,0.519396551724138,3042,1673,1365,3.15789473684211,19
"36","alstowa01",1961,"LAN","NL",1,154,89,65,2,"N",308,171,137,0.555194805194805,464,259,205,0.558189655172414,3042,1673,1365,3.15789473684211,19
"37","alstowa01",1962,"LAN","NL",1,165,102,63,2,"N",319,191,128,0.598746081504702,473,273,200,0.577167019027484,3042,1673,1365,3.15789473684211,19
"38","alstowa01",1963,"LAN","NL",1,163,99,63,1,"N",328,201,126,0.61280487804878,482,290,191,0.601659751037344,3042,1673,1365,3.15789473684211,19
"39","alstowa01",1964,"LAN","NL",1,164,80,82,7,"N",327,179,145,0.547400611620795,492,281,208,0.571138211382114,3042,1673,1365,3.15789473684211,19
"40","alstowa01",1965,"LAN","NL",1,162,97,65,1,"N",326,177,147,0.542944785276074,489,276,210,0.56441717791411,3042,1673,1365,3.15789473684211,19
"41","alstowa01",1966,"LAN","NL",1,162,95,67,1,"N",324,192,132,0.592592592592593,488,272,214,0.557377049180328,3042,1673,1365,3.15789473684211,19
"42","alstowa01",1967,"LAN","NL",1,162,73,89,8,"N",324,168,156,0.518518518518518,486,265,221,0.545267489711934,3042,1673,1365,3.15789473684211,19
"43","alstowa01",1968,"LAN","NL",1,162,76,86,8,"N",324,149,175,0.459876543209877,486,244,242,0.502057613168724,3042,1673,1365,3.15789473684211,19
"44","alstowa01",1969,"LAN","NL",1,162,85,77,4,"N",324,161,163,0.496913580246914,486,234,252,0.481481481481481,3042,1673,1365,3.15789473684211,19
"45","alstowa01",1970,"LAN","NL",1,161,87,74,2,"N",323,172,151,0.532507739938081,485,248,237,0.511340206185567,3042,1673,1365,3.15789473684211,19
"46","alstowa01",1971,"LAN","NL",1,162,89,73,2,"N",323,176,147,0.544891640866873,485,261,224,0.538144329896907,3042,1673,1365,3.15789473684211,19
"47","alstowa01",1972,"LAN","NL",1,155,85,70,3,"N",317,174,143,0.548895899053628,478,261,217,0.54602510460251,3042,1673,1365,3.15789473684211,19
"48","alstowa01",1973,"LAN","NL",1,162,95,66,2,"N",317,180,136,0.56782334384858,479,269,209,0.561586638830898,3042,1673,1365,3.15789473684211,19
"49","alstowa01",1974,"LAN","NL",1,162,102,60,1,"N",324,197,126,0.608024691358025,479,282,196,0.588726513569937,3042,1673,1365,3.15789473684211,19
"50","alstowa01",1975,"LAN","NL",1,162,88,74,2,"N",324,190,134,0.58641975308642,486,285,200,0.58641975308642,3042,1673,1365,3.15789473684211,19
"51","alstowa01",1976,"LAN","NL",1,158,90,68,2,"N",320,178,142,0.55625,482,280,202,0.580912863070539,3042,1673,1365,3.15789473684211,19
"52","altobjo01",1983,"BAL","AL",1,162,98,64,1,"N",NA,NA,NA,0.604938271604938,NA,NA,NA,0.604938271604938,379,212,167,3.33333333333333,3
"53","altobjo01",1984,"BAL","AL",1,162,85,77,5,"N",324,183,141,0.564814814814815,NA,NA,NA,0.564814814814815,379,212,167,3.33333333333333,3
"54","altobjo01",1985,"BAL","AL",1,55,29,26,4,"N",217,114,103,0.525345622119816,379,212,167,0.559366754617414,379,212,167,3.33333333333333,3
"55","altobjo01",1991,"CHN","NL",2,1,0,1,4,"N",NA,NA,NA,0,NA,NA,NA,0,1,0,1,4,1
"56","altobjo01",1977,"SFN","NL",1,162,75,87,4,"N",NA,NA,NA,0.462962962962963,NA,NA,NA,0.462962962962963,464,225,239,3.66666666666667,3
"57","altobjo01",1978,"SFN","NL",1,162,89,73,3,"N",324,164,160,0.506172839506173,NA,NA,NA,0.506172839506173,464,225,239,3.66666666666667,3
"58","altobjo01",1979,"SFN","NL",1,140,61,79,4,"N",302,150,152,0.496688741721854,464,225,239,0.484913793103448,464,225,239,3.66666666666667,3
"59","amalfjo01",1979,"CHN","NL",2,7,2,5,5,"N",NA,NA,NA,0.285714285714286,NA,NA,NA,0.285714285714286,185,66,116,5.33333333333333,3
"60","amalfjo01",1980,"CHN","NL",2,72,26,46,6,"N",79,28,51,0.354430379746835,NA,NA,NA,0.354430379746835,185,66,116,5.33333333333333,3
"61","amalfjo01",1981,"CHN","NL",1,106,38,65,5,"N",178,64,111,0.359550561797753,185,66,116,0.356756756756757,185,66,116,5.33333333333333,3
"62","andersp01",1970,"CIN","NL",1,162,102,60,1,"N",NA,NA,NA,0.62962962962963,NA,NA,NA,0.62962962962963,1450,863,586,1.77777777777778,9
"63","andersp01",1971,"CIN","NL",1,162,79,83,5,"N",324,181,143,0.558641975308642,NA,NA,NA,0.558641975308642,1450,863,586,1.77777777777778,9
"64","andersp01",1972,"CIN","NL",1,154,95,59,1,"N",316,174,142,0.550632911392405,478,276,202,0.577405857740586,1450,863,586,1.77777777777778,9
"65","andersp01",1973,"CIN","NL",1,162,99,63,1,"N",316,194,122,0.613924050632911,478,273,205,0.571129707112971,1450,863,586,1.77777777777778,9
"66","andersp01",1974,"CIN","NL",1,163,98,64,2,"N",325,197,127,0.606153846153846,479,292,186,0.609603340292276,1450,863,586,1.77777777777778,9
"67","andersp01",1975,"CIN","NL",1,162,108,54,1,"N",325,206,118,0.633846153846154,487,305,181,0.626283367556468,1450,863,586,1.77777777777778,9
"68","andersp01",1976,"CIN","NL",1,162,102,60,1,"N",324,210,114,0.648148148148148,487,308,178,0.632443531827515,1450,863,586,1.77777777777778,9
"69","andersp01",1977,"CIN","NL",1,162,88,74,2,"N",324,190,134,0.58641975308642,486,298,188,0.613168724279835,1450,863,586,1.77777777777778,9
"70","andersp01",1978,"CIN","NL",1,161,92,69,2,"N",323,180,143,0.557275541795666,485,282,203,0.581443298969072,1450,863,586,1.77777777777778,9
"71","andersp01",1979,"DET","AL",3,106,56,50,5,"N",NA,NA,NA,0.528301886792453,NA,NA,NA,0.528301886792453,2580,1331,1248,3.47058823529412,17
"72","andersp01",1980,"DET","AL",1,163,84,78,5,"N",269,140,128,0.520446096654275,NA,NA,NA,0.520446096654275,2580,1331,1248,3.47058823529412,17
"73","andersp01",1981,"DET","AL",1,109,60,49,2,"N",272,144,127,0.529411764705882,378,200,177,0.529100529100529,2580,1331,1248,3.47058823529412,17
"74","andersp01",1982,"DET","AL",1,162,83,79,4,"N",271,143,128,0.527675276752767,434,227,206,0.523041474654378,2580,1331,1248,3.47058823529412,17
"75","andersp01",1983,"DET","AL",1,162,92,70,2,"N",324,175,149,0.540123456790123,433,235,198,0.542725173210162,2580,1331,1248,3.47058823529412,17
"76","andersp01",1984,"DET","AL",1,162,104,58,1,"N",324,196,128,0.604938271604938,486,279,207,0.574074074074074,2580,1331,1248,3.47058823529412,17
"77","andersp01",1985,"DET","AL",1,161,84,77,3,"N",323,188,135,0.582043343653251,485,280,205,0.577319587628866,2580,1331,1248,3.47058823529412,17
"78","andersp01",1986,"DET","AL",1,162,87,75,3,"N",323,171,152,0.529411764705882,485,275,210,0.56701030927835,2580,1331,1248,3.47058823529412,17
"79","andersp01",1987,"DET","AL",1,162,98,64,1,"N",324,185,139,0.570987654320988,485,269,216,0.554639175257732,2580,1331,1248,3.47058823529412,17
"80","andersp01",1988,"DET","AL",1,162,88,74,2,"N",324,186,138,0.574074074074074,486,273,213,0.561728395061728,2580,1331,1248,3.47058823529412,17
"81","andersp01",1989,"DET","AL",1,162,59,103,7,"N",324,147,177,0.453703703703704,486,245,241,0.504115226337449,2580,1331,1248,3.47058823529412,17
"82","andersp01",1990,"DET","AL",1,162,79,83,3,"N",324,138,186,0.425925925925926,486,226,260,0.465020576131687,2580,1331,1248,3.47058823529412,17
"83","andersp01",1991,"DET","AL",1,162,84,78,2,"N",324,163,161,0.503086419753086,486,222,264,0.45679012345679,2580,1331,1248,3.47058823529412,17
"84","andersp01",1992,"DET","AL",1,162,75,87,6,"N",324,159,165,0.490740740740741,486,238,248,0.489711934156379,2580,1331,1248,3.47058823529412,17
"85","andersp01",1993,"DET","AL",1,162,85,77,4,"N",324,160,164,0.493827160493827,486,244,242,0.502057613168724,2580,1331,1248,3.47058823529412,17
"86","andersp01",1994,"DET","AL",1,115,53,62,5,"N",277,138,139,0.498194945848375,439,213,226,0.485193621867882,2580,1331,1248,3.47058823529412,17
"87","andersp01",1995,"DET","AL",1,144,60,84,4,"N",259,113,146,0.436293436293436,421,198,223,0.470308788598575,2580,1331,1248,3.47058823529412,17
"88","ansonca01",1879,"CHN","NL",1,64,41,21,4,"Y",NA,NA,NA,0.640625,NA,NA,NA,0.640625,2258,1283,932,3.68421052631579,19
"89","ansonca01",1880,"CHN","NL",1,86,67,17,1,"Y",150,108,38,0.72,NA,NA,NA,0.72,2258,1283,932,3.68421052631579,19
"90","ansonca01",1881,"CHN","NL",1,84,56,28,1,"Y",170,123,45,0.723529411764706,234,164,66,0.700854700854701,2258,1283,932,3.68421052631579,19
"91","ansonca01",1882,"CHN","NL",1,84,55,29,1,"Y",168,111,57,0.660714285714286,254,178,74,0.700787401574803,2258,1283,932,3.68421052631579,19
"92","ansonca01",1883,"CHN","NL",1,98,59,39,2,"Y",182,114,68,0.626373626373626,266,170,96,0.639097744360902,2258,1283,932,3.68421052631579,19
"93","ansonca01",1884,"CHN","NL",1,113,62,50,5,"Y",211,121,89,0.57345971563981,295,176,118,0.596610169491525,2258,1283,932,3.68421052631579,19
"94","ansonca01",1885,"CHN","NL",1,113,87,25,1,"Y",226,149,75,0.65929203539823,324,208,114,0.641975308641975,2258,1283,932,3.68421052631579,19
"95","ansonca01",1886,"CHN","NL",1,126,90,34,1,"Y",239,177,59,0.740585774058577,352,239,109,0.678977272727273,2258,1283,932,3.68421052631579,19
"96","ansonca01",1887,"CHN","NL",1,127,71,50,3,"Y",253,161,84,0.636363636363636,366,248,109,0.677595628415301,2258,1283,932,3.68421052631579,19
"97","ansonca01",1888,"CHN","NL",1,136,77,58,2,"Y",263,148,108,0.562737642585551,389,238,142,0.611825192802057,2258,1283,932,3.68421052631579,19
"98","ansonca01",1889,"CHN","NL",1,136,67,65,3,"Y",272,144,123,0.529411764705882,399,215,173,0.538847117794486,2258,1283,932,3.68421052631579,19
"99","ansonca01",1890,"CHN","NL",1,139,84,53,2,"Y",275,151,118,0.549090909090909,411,228,176,0.554744525547445,2258,1283,932,3.68421052631579,19
"100","ansonca01",1891,"CHN","NL",1,137,82,53,2,"Y",276,166,106,0.601449275362319,412,233,171,0.565533980582524,2258,1283,932,3.68421052631579,19
"101","ansonca01",1892,"CHN","NL",1,147,70,76,7,"Y",284,152,129,0.535211267605634,423,236,182,0.557919621749409,2258,1283,932,3.68421052631579,19
"102","ansonca01",1893,"CHN","NL",1,128,56,71,9,"Y",275,126,147,0.458181818181818,412,208,200,0.504854368932039,2258,1283,932,3.68421052631579,19
"103","ansonca01",1894,"CHN","NL",1,137,57,75,8,"Y",265,113,146,0.426415094339623,412,183,222,0.444174757281553,2258,1283,932,3.68421052631579,19
"104","ansonca01",1895,"CHN","NL",1,133,72,58,4,"Y",270,129,133,0.477777777777778,398,185,204,0.464824120603015,2258,1283,932,3.68421052631579,19
"105","ansonca01",1896,"CHN","NL",1,132,71,57,5,"Y",265,143,115,0.539622641509434,402,200,190,0.497512437810945,2258,1283,932,3.68421052631579,19
"106","ansonca01",1897,"CHN","NL",1,138,59,73,9,"Y",270,130,130,0.481481481481481,403,202,188,0.501240694789082,2258,1283,932,3.68421052631579,19
"107","ansonca01",1898,"NY1","NL",2,22,9,13,7,"N",NA,NA,NA,0.409090909090909,NA,NA,NA,0.409090909090909,22,9,13,7,1
"108","ansonca01",1875,"PH1",NA,2,8,4,2,2,"Y",NA,NA,NA,0.5,NA,NA,NA,0.5,8,4,2,2,1
"109","applilu01",1967,"KC1","AL",2,40,10,30,10,"N",NA,NA,NA,0.25,NA,NA,NA,0.25,40,10,30,10,1
"110","armoubi99",1902,"CLE","AL",1,137,69,67,5,"N",NA,NA,NA,0.503649635036496,NA,NA,NA,0.503649635036496,431,232,195,4,3
"111","armoubi99",1903,"CLE","AL",1,140,77,63,3,"N",277,146,130,0.527075812274368,NA,NA,NA,0.527075812274368,431,232,195,4,3
"112","armoubi99",1904,"CLE","AL",1,154,86,65,4,"N",294,163,128,0.554421768707483,431,232,195,0.538283062645012,431,232,195,4,3
"113","armoubi99",1905,"DET","AL",1,154,79,74,3,"N",NA,NA,NA,0.512987012987013,NA,NA,NA,0.512987012987013,305,150,152,4.5,2
"114","armoubi99",1906,"DET","AL",1,151,71,78,6,"N",305,150,152,0.491803278688525,NA,NA,NA,0.491803278688525,305,150,152,4.5,2
"115","asproke01",1972,"CLE","AL",1,156,72,84,5,"N",NA,NA,NA,0.461538461538462,NA,NA,NA,0.461538461538462,480,220,260,5,3
"116","asproke01",1973,"CLE","AL",1,162,71,91,6,"N",318,143,175,0.449685534591195,NA,NA,NA,0.449685534591195,480,220,260,5,3
"117","asproke01",1974,"CLE","AL",1,162,77,85,4,"N",324,148,176,0.45679012345679,480,220,260,0.458333333333333,480,220,260,5,3
"118","ausmubr01",2014,"DET","AL",1,162,90,72,1,"N",NA,NA,NA,0.555555555555556,NA,NA,NA,0.555555555555556,484,250,234,2.66666666666667,3
"119","ausmubr01",2015,"DET","AL",1,161,74,87,5,"N",323,164,159,0.507739938080495,NA,NA,NA,0.507739938080495,484,250,234,2.66666666666667,3
"120","ausmubr01",2016,"DET","AL",1,161,86,75,2,"N",322,160,162,0.496894409937888,484,250,234,0.516528925619835,484,250,234,2.66666666666667,3
"121","austiji01",1913,"SLA","AL",2,8,2,6,8,"Y",NA,NA,NA,0.25,NA,NA,NA,0.25,75,31,44,6,3
"122","austiji01",1918,"SLA","AL",2,16,7,9,5,"Y",24,9,15,0.375,NA,NA,NA,0.375,75,31,44,6,3
"123","austiji01",1923,"SLA","AL",2,51,22,29,5,"Y",67,29,38,0.432835820895522,75,31,44,0.413333333333333,75,31,44,6,3
"124","bakerde01",1960,"BOS","AL",2,7,2,5,7,"N",NA,NA,NA,0.285714285714286,NA,NA,NA,0.285714285714286,7,2,5,7,1
"125","bakerde01",1933,"DET","AL",2,2,2,0,5,"N",NA,NA,NA,1,NA,NA,NA,1,778,417,355,3.33333333333333,9
"126","bakerde01",1936,"DET","AL",2,34,18,16,2,"N",36,20,16,0.555555555555556,NA,NA,NA,0.555555555555556,778,417,355,3.33333333333333,9
"127","bakerde01",1937,"DET","AL",2,54,34,20,2,"N",88,52,36,0.590909090909091,90,54,36,0.6,778,417,355,3.33333333333333,9
"128","bakerde01",1937,"DET","AL",4,10,7,3,2,"N",64,41,23,0.640625,98,59,39,0.602040816326531,778,417,355,3.33333333333333,9
"129","bakerde01",1938,"DET","AL",2,57,37,19,4,"N",67,44,22,0.656716417910448,121,78,42,0.644628099173554,778,417,355,3.33333333333333,9
"130","bakerde01",1939,"DET","AL",1,155,81,73,5,"N",212,118,92,0.556603773584906,222,125,95,0.563063063063063,778,417,355,3.33333333333333,9
"131","bakerde01",1940,"DET","AL",1,155,90,64,1,"N",310,171,137,0.551612903225806,367,208,156,0.566757493188011,778,417,355,3.33333333333333,9
"132","bakerde01",1941,"DET","AL",1,155,75,79,4,"N",310,165,143,0.532258064516129,465,246,216,0.529032258064516,778,417,355,3.33333333333333,9
"133","bakerde01",1942,"DET","AL",1,156,73,81,5,"N",311,148,160,0.47588424437299,466,238,224,0.510729613733906,778,417,355,3.33333333333333,9
"134","bakerdu01",2003,"CHN","NL",1,162,88,74,1,"N",NA,NA,NA,0.54320987654321,NA,NA,NA,0.54320987654321,648,322,326,3.5,4
"135","bakerdu01",2004,"CHN","NL",1,162,89,73,3,"N",324,177,147,0.546296296296296,NA,NA,NA,0.546296296296296,648,322,326,3.5,4
"136","bakerdu01",2005,"CHN","NL",1,162,79,83,4,"N",324,168,156,0.518518518518518,486,256,230,0.526748971193416,648,322,326,3.5,4
"137","bakerdu01",2006,"CHN","NL",1,162,66,96,6,"N",324,145,179,0.447530864197531,486,234,252,0.481481481481481,648,322,326,3.5,4
"138","bakerdu01",2008,"CIN","NL",1,162,74,88,5,"N",NA,NA,NA,0.45679012345679,NA,NA,NA,0.45679012345679,972,509,463,2.83333333333333,6
"139","bakerdu01",2009,"CIN","NL",1,162,78,84,4,"N",324,152,172,0.469135802469136,NA,NA,NA,0.469135802469136,972,509,463,2.83333333333333,6
"140","bakerdu01",2010,"CIN","NL",1,162,91,71,1,"N",324,169,155,0.521604938271605,486,243,243,0.5,972,509,463,2.83333333333333,6
"141","bakerdu01",2011,"CIN","NL",1,162,79,83,3,"N",324,170,154,0.524691358024691,486,248,238,0.510288065843621,972,509,463,2.83333333333333,6
"142","bakerdu01",2012,"CIN","NL",1,162,97,65,1,"N",324,176,148,0.54320987654321,486,267,219,0.549382716049383,972,509,463,2.83333333333333,6
"143","bakerdu01",2013,"CIN","NL",1,162,90,72,3,"N",324,187,137,0.577160493827161,486,266,220,0.547325102880658,972,509,463,2.83333333333333,6
"144","bakerdu01",1993,"SFN","NL",1,162,103,59,2,"N",NA,NA,NA,0.635802469135803,NA,NA,NA,0.635802469135803,1556,840,715,2.2,10
"145","bakerdu01",1994,"SFN","NL",1,115,55,60,2,"N",277,158,119,0.570397111913357,NA,NA,NA,0.570397111913357,1556,840,715,2.2,10
"146","bakerdu01",1995,"SFN","NL",1,144,67,77,4,"N",259,122,137,0.471042471042471,421,225,196,0.534441805225653,1556,840,715,2.2,10
"147","bakerdu01",1996,"SFN","NL",1,162,68,94,4,"N",306,135,171,0.441176470588235,421,190,231,0.451306413301663,1556,840,715,2.2,10
"148","bakerdu01",1997,"SFN","NL",1,162,90,72,1,"N",324,158,166,0.487654320987654,468,225,243,0.480769230769231,1556,840,715,2.2,10
"149","bakerdu01",1998,"SFN","NL",1,163,89,74,2,"N",325,179,146,0.550769230769231,487,247,240,0.507186858316222,1556,840,715,2.2,10
"150","bakerdu01",1999,"SFN","NL",1,162,86,76,2,"N",325,175,150,0.538461538461538,487,265,222,0.544147843942505,1556,840,715,2.2,10
"151","bakerdu01",2000,"SFN","NL",1,162,97,65,1,"N",324,183,141,0.564814814814815,487,272,215,0.558521560574949,1556,840,715,2.2,10
"152","bakerdu01",2001,"SFN","NL",1,162,90,72,2,"N",324,187,137,0.577160493827161,486,273,213,0.561728395061728,1556,840,715,2.2,10
"153","bakerdu01",2002,"SFN","NL",1,162,95,66,2,"N",324,185,138,0.570987654320988,486,282,203,0.580246913580247,1556,840,715,2.2,10
"154","bakerdu01",2016,"WAS","NL",1,162,95,67,1,"N",NA,NA,NA,0.58641975308642,NA,NA,NA,0.58641975308642,162,95,67,1,1
"155","bambege01",1978,"ML4","AL",1,162,93,69,3,"N",NA,NA,NA,0.574074074074074,NA,NA,NA,0.574074074074074,728,377,351,4,5
"156","bambege01",1979,"ML4","AL",1,161,95,66,2,"N",323,188,135,0.582043343653251,NA,NA,NA,0.582043343653251,728,377,351,4,5
"157","bambege01",1980,"ML4","AL",2,92,47,45,3,"N",253,142,111,0.561264822134387,415,235,180,0.566265060240964,728,377,351,4,5
"158","bambege01",1985,"ML4","AL",1,161,71,90,6,"N",253,118,135,0.466403162055336,414,213,201,0.514492753623188,728,377,351,4,5
"159","bambege01",1986,"ML4","AL",1,152,71,81,6,"N",313,142,171,0.453674121405751,405,189,216,0.466666666666667,728,377,351,4,5
"160","bambege01",1982,"NYN","NL",1,162,65,97,6,"N",NA,NA,NA,0.401234567901235,NA,NA,NA,0.401234567901235,208,81,127,6,2
"161","bambege01",1983,"NYN","NL",1,46,16,30,6,"N",208,81,127,0.389423076923077,NA,NA,NA,0.389423076923077,208,81,127,6,2
"162","bancrda01",1924,"BSN","NL",1,154,53,100,8,"Y",NA,NA,NA,0.344155844155844,NA,NA,NA,0.344155844155844,615,249,363,6.75,4
"163","bancrda01",1925,"BSN","NL",1,153,70,83,5,"Y",307,123,183,0.400651465798046,NA,NA,NA,0.400651465798046,615,249,363,6.75,4
"164","bancrda01",1926,"BSN","NL",1,153,66,86,7,"Y",306,136,169,0.444444444444444,460,189,269,0.410869565217391,615,249,363,6.75,4
"165","bancrda01",1927,"BSN","NL",1,155,60,94,7,"Y",308,126,180,0.409090909090909,461,196,263,0.425162689804772,615,249,363,6.75,4
"166","bancrfr99",1902,"CIN","NL",2,16,9,7,4,"N",NA,NA,NA,0.5625,NA,NA,NA,0.5625,16,9,7,4,1
"167","bancrfr99",1883,"CL2","NL",1,100,55,42,4,"N",NA,NA,NA,0.55,NA,NA,NA,0.55,100,55,42,4,1
"168","bancrfr99",1881,"DTN","NL",1,84,41,43,4,"N",NA,NA,NA,0.488095238095238,NA,NA,NA,0.488095238095238,170,83,84,5,2
"169","bancrfr99",1882,"DTN","NL",1,86,42,41,6,"N",170,83,84,0.488235294117647,NA,NA,NA,0.488235294117647,170,83,84,5,2
"170","bancrfr99",1889,"IN3","NL",1,68,25,43,7,"N",NA,NA,NA,0.367647058823529,NA,NA,NA,0.367647058823529,68,25,43,7,1
"171","bancrfr99",1887,"PH4","AA",1,55,26,29,5,"N",NA,NA,NA,0.472727272727273,NA,NA,NA,0.472727272727273,55,26,29,5,1
"172","bancrfr99",1884,"PRO","NL",1,114,84,28,1,"N",NA,NA,NA,0.736842105263158,NA,NA,NA,0.736842105263158,224,137,85,2.5,2
"173","bancrfr99",1885,"PRO","NL",1,110,53,57,4,"N",224,137,85,0.611607142857143,NA,NA,NA,0.611607142857143,224,137,85,2.5,2
"174","bancrfr99",1880,"WOR","NL",1,85,40,43,5,"N",NA,NA,NA,0.470588235294118,NA,NA,NA,0.470588235294118,85,40,43,5,1
"175","banisje01",2015,"TEX","AL",1,162,88,74,1,"N",NA,NA,NA,0.54320987654321,NA,NA,NA,0.54320987654321,324,183,141,1,2
"176","banisje01",2016,"TEX","AL",1,162,95,67,1,"N",324,183,141,0.564814814814815,NA,NA,NA,0.564814814814815,324,183,141,1,2
"177","barklsa01",1888,"KC2","AA",2,58,21,36,8,"Y",NA,NA,NA,0.362068965517241,NA,NA,NA,0.362068965517241,58,21,36,8,1
"178","barnibi01",1883,"BL2","AA",1,96,28,68,8,"Y",NA,NA,NA,0.291666666666667,NA,NA,NA,0.291666666666667,873,384,465,6.14285714285714,7
